,Brand,Model,Processor,RAM,Operating System,Storage,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
232,HP,14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- ER0503TU Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Manufacturing Warranty,"₹77,996",18% off,"₹63,490",4.4,22 Ratings & 1 Reviews
233,ASUS,VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Thin a...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹73,990",18% off,"₹59,990",4.5,597 Ratings & 75 Reviews
234,realme,Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3 years premier Warranty,"₹69,999",14% off,"₹59,999",4.5,"2,948 Ratings & 440 Reviews"
235,HP,Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,07,262",13% off,"₹93,090",4.2,5 Ratings & 1 Reviews
236,ASUS,Zenbook 14 ScreenPad Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphic...,AMD Ryzen 9 Octa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"₹1,10,990",27% off,"₹79,990",4.6,14 Ratings & 2 Reviews
237,HP,Core i7 10th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GT...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,2 Year Warranty,"₹1,05,618",12% off,"₹91,990",4.4,33 Ratings & 5 Reviews
238,HP,Pavilion Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RT...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited Hardware Warranty,"₹93,565",17% off,"₹76,900",NaN,NaN
239,HP,OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,AMD APU Dual Core A6 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inches) Display,1 Year Limited Hardware Warranty,"₹1,39,990",23% off,"₹1,06,990",4.5,326 Ratings & 50 Reviews
240,DELL,Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,NaN,NaN,"₹43,126",4.1,51 Ratings & 5 Reviews
241,ASUS,Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X509FA-BR301T Thin and Light Laptop,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹40,990",14% off,"₹34,990",3.6,22 Ratings & 4 Reviews
242,MSI,Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,39,990",17% off,"₹1,14,990",4.6,60 Ratings & 8 Reviews
243,ASUS,ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 G...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,36,990",33% off,"₹90,880",NaN,NaN
244,ASUS,Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-BQ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,3 Year Premier Support Warranty,"₹78,990",23% off,"₹60,690",4.5,18 Ratings & 2 Reviews
245,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
246,Lenovo,Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,"₹1,09,696",17% off,"₹89,990",4,5 Ratings & 0 Reviews
247,ASUS,ROG Strix G15 Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Carry-In Warranty,NaN,NaN,"₹1,83,990",NaN,NaN
248,Lenovo,Core i3 11th Gen - (4 GB/1 TB HDD/DOS) G2 ITL Laptop,Intel Core i7 Processor (11th Gen),4 GB DDR4 RAM,DOS Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹39,170",8% off,"₹35,990",NaN,NaN
249,ASUS,Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-EJ512TS Thin a...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Complete Cover Warranty,"₹69,990",14% off,"₹59,990",5,1 Ratings & 1 Reviews
250,Avita,PURA APU Dual Core A6 - (4 GB/128 GB SSD/Windows 10 Home) NS14A6ING431-SGC Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹27,990",23% off,"₹21,490",3.8,836 Ratings & 109 Reviews
251,MICROSOFT,Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,Intel Core i9 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,24,999",20% off,"₹99,990",3.8,9 Ratings & 0 Reviews
252,MICROSOFT,Surface Laptop 2 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1769 2 in 1 Laptop,Intel Core i7 Processor (9th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹91,999",4.5,49 Ratings & 8 Reviews
253,ASUS,Zenbook 14 ScreenPad Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics...,Intel Core i3 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,46,990",20% off,"₹1,16,370",NaN,NaN
254,APPLE,MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,Intel Core i5 Processor (10th Gen),8 GB DDR3 RAM,Mac OS Operating System,128 GB SSD,35.56 cm (14 inches) Display,1 Year Onsite Warranty,"₹1,79,900",9% off,"₹1,62,990",4.2,108 Ratings & 13 Reviews
255,Lenovo,Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,38.1 cm (15 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,07,690",27% off,"₹77,990",NaN,NaN
256,DELL,XPS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) XPS 13 9305 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,34.29 cm (13.5 inch) Touchscreen Display,3 Year Premier Support Warranty,"₹1,15,729",NaN,"₹1,14,990",NaN,NaN
257,DELL,Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) D560587WIN9S Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹85,050",18% off,"₹68,990",3.8,5 Ratings & 0 Reviews
258,Lenovo,ThinkPad Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹1,47,000",NaN,NaN
259,ASUS,Zenbook Flip 13 OLED Touch Panel Core i7 11th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 H...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹1,40,990",11% off,"₹1,24,990",NaN,NaN
260,ASUS,Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415FA-BV311T Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,"₹46,990",21% off,"₹36,890",NaN,NaN
261,Lenovo,Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,25,890",33% off,"₹83,990",4.3,3 Ratings & 0 Reviews
262,ASUS,ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T La...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,"₹2,09,990",2% off,"₹2,04,990",5,4 Ratings & 0 Reviews
263,ALIENWARE,Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"₹2,76,120",31% off,"₹1,89,990",NaN,NaN
264,ASUS,VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK267T||X413JA-EB30...,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,"₹49,990",20% off,"₹39,990",4.4,"3,931 Ratings & 504 Reviews"
265,DELL,DELL 5590 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 15 5590 Laptop,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Warranty by MSI,"₹76,000",5% off,"₹72,000",NaN,NaN
266,ASUS,ROG Zephyrus G14 Ryzen 9 Octa Core 4900HS - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDI...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,32,990",19% off,"₹1,06,990",4.6,109 Ratings & 20 Reviews
267,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
268,ALIENWARE,Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹2,23,322",21% off,"₹1,74,990",4.9,12 Ratings & 0 Reviews
269,HP,Envy 13 x360 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 13 -bd0521TU Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹1,14,751",4.8,6 Ratings & 2 Reviews
270,ASUS,ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX482EA-KA...,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,22,990",15% off,"₹1,03,990",4.8,35 Ratings & 6 Reviews
271,Lenovo,ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lap...,Intel Evo platform feat 11th Gen Intel Core i7 processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹1,55,411",NaN,NaN
272,ASUS,TUF Gaming F15 (2021) Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",1 Year Onsite Warranty,"₹1,87,990",22% off,"₹1,44,990",NaN,NaN
273,HP,x360 Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,512 GB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹76,436",13% off,"₹66,490",NaN,NaN
274,acer,Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,49,990",13% off,"₹1,29,990",4.5,45 Ratings & 6 Reviews
275,ASUS,VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB513TS Thin and Li...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹73,990",25% off,"₹54,990",4.5,761 Ratings & 77 Reviews
276,ASUS,ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹99,990",14% off,"₹85,990",4.5,17 Ratings & 0 Reviews
277,DELL,Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 7400 Thin an...,Intel Core i7 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹1,04,000",24% off,"₹78,990",4.2,11 Ratings & 1 Reviews
278,ASUS,Core i7 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) K513EP-BQ702TS Thin a...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹98,990",20% off,"₹78,500",NaN,NaN
279,ASUS,"Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K513EA- BQ302TS K513EA, Laptop",Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inches) Display,1 Years Warranty,"₹52,990",15% off,"₹44,790",5,2 Ratings & 1 Reviews
280,MSI,Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU Thin and Light Lap...,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Warranty Term,"₹67,990",14% off,"₹57,990",NaN,NaN
281,HP,HP Envy Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 14-eb0019TX Thin and Li...,AMD Ryzen 5 Hexa Core Processor (5th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,13,000",11% off,"₹99,990",NaN,NaN
282,lenovo,Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,Intel Celeron Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,36.83 cm (14.5 inch) Display,1 Year Onsite Warranty,"₹1,39,890",29% off,"₹97,990",4.7,75 Ratings & 13 Reviews
283,DELL,Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light La...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹60,490",23% off,"₹45,990",4.2,824 Ratings & 93 Reviews
284,ASUS,Vivobook 15 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515EA-BQ562TS La...,Intel Celeron Dual Core Processor (4th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹70,990",21% off,"₹55,490",4.6,9 Ratings & 0 Reviews
285,ASUS,TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹81,990",24% off,"₹62,000",4.3,3 Ratings & 0 Reviews
286,ASUS,TUF Gaming F17 (2021) Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Warranty Term,"₹1,15,990",32% off,"₹77,990",4.5,175 Ratings & 22 Reviews
287,ASUS,ASUS TUF Gaming Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,Intel Celeron Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),"₹1,36,990",22% off,"₹1,05,990",4.6,380 Ratings & 49 Reviews
288,DELL,Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹56,573",20% off,"₹44,990",4.1,236 Ratings & 24 Reviews
289,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
290,DELL,XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,Intel Core i9 Processor (10th Gen),16 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,39,104",35% off,"₹89,990",1.7,3 Ratings & 0 Reviews
291,ASUS,Vivobook 17 Ryzen 5 Hexa Core 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Thin an...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,"₹78,990",16% off,"₹65,790",NaN,NaN
292,ASUS,Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chromebook,Intel Core i7 Processor (10th Gen),4 GB LPDDR4 RAM,Chrome Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹29,990",21% off,"₹23,490",4.2,483 Ratings & 74 Reviews
293,DELL,Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹59,781",25% off,"₹44,487",NaN,NaN
294,Lenovo,Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Laptop,Intel Core i9 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹40,490",16% off,"₹33,990",4.3,58 Ratings & 10 Reviews
295,Lenovo,IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14ITL6 Thin a...,Intel Core i3 Processor (10th Gen),16 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,13,290",38% off,"₹69,990",4.5,8 Ratings & 1 Reviews
296,ASUS,VivoBook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Thin and Light Lap...,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,"₹46,990",21% off,"₹36,890",4.5,24 Ratings & 1 Reviews
297,ASUS,Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook,Intel Core i3 Processor (11th Gen),4 GB LPDDR4 RAM,Chrome Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹29,990",23% off,"₹22,990",4.1,803 Ratings & 145 Reviews
298,ASUS,VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB501TS Thin a...,AMD Ryzen 5 Hexa Core Processor (5th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹73,990",20% off,"₹58,990",4.3,74 Ratings & 12 Reviews
299,HP,Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹75,023",14% off,"₹63,990",NaN,NaN
300,DELL,G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"₹2,27,250",20% off,"₹1,79,990",4.5,16 Ratings & 2 Reviews
301,MSI,Prestige 14 Evo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-625IN Th...,Intel Core i3 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹99,240",9% off,"₹89,990",NaN,NaN
302,acer,Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,"PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel, MSI Cente, Silky Smooth Touchpad, Military-Grade Durability",29.46 cm (11.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,60,190",NaN,"₹1,59,990",3.8,4 Ratings & 0 Reviews
